"emotion","intensity","statement","repetition","gender","Amp1","Amp2","Amp3","Amp4","Amp5","Amp6","Amp7","Amp8","Amp9","Amp10"
"3",0.533333333333333,-0.5,0.5,-0.5,-0.427532357647595,-2.7827400373385,-2.09180359709257,-1.10144277163992,-1.13741208268469,-1.92397704024727,-1.74344966881111,-2.64287993734827,-1.87406197964254,-1.61153124521222
"3",0.533333333333333,0.5,-0.5,-0.5,-1.35864718025025,-2.13504190181118,-0.968875042380235,-1.45457873081609,-1.45171853977475,-1.76090777787249,-2.66828802762106,-1.47723334195767,-1.793660915617,-1.25839558416188
"3",0.533333333333333,0.5,0.5,-0.5,-1.34033313579459,-1.78359879999726,-1.67562776762233,-1.45881567267542,-1.61720133454387,-1.96662803537474,-1.38447955273149,-1.93390637164176,-1.50504019433502,-0.795914655795339
"4",-0.466666666666667,-0.5,-0.5,-0.5,-1.66322245408661,-1.69206539757825,-1.69416309297306,-1.84958503229657,-1.67605698096858,-1.7677823803954,-1.82622702536077,-1.99008694925983,-1.73939990148018,-1.76562997405838
"4",-0.466666666666667,-0.5,0.5,-0.5,-1.5680179841025,-2.0008692285567,-0.934554140458936,-1.59725837155274,-1.80020380673904,-2.0958125380172,-1.39236772256429,-1.44539979221275,-1.95702889100628,-2.34457351005614
"4",-0.466666666666667,0.5,-0.5,-0.5,-1.75211672514089,-0.646505936338647,-1.30355161594953,-1.20745166789983,-0.838278355264041,-1.84457641435161,-1.40957925799062,-2.0651193160768,-1.84946351552861,-1.5875928765357
"4",-0.466666666666667,0.5,0.5,-0.5,-2.0367277014415,-1.2738014661763,-1.0500965653975,-1.43868375229016,-1.91191195391818,-1.88207397579492,-1.87084008190753,-1.66860109299121,-1.44221406969696,-2.22095993323193
"4",0.533333333333333,-0.5,-0.5,-0.5,-1.20937013611041,-1.32558678647617,-1.84811354831519,-1.64330334125969,-2.51728778681856,-2.27288369845155,-1.86006943418009,-2.30139705720051,-2.56808954261856,-2.3744906783747
"4",0.533333333333333,-0.5,0.5,-0.5,-1.96169630233657,-0.977998968964049,-1.40921848405079,-1.37341694305801,-1.42132185418804,-1.98625736067507,-2.08924032630146,-2.17261431326557,-1.98989556931266,-1.92213166637207
"4",0.533333333333333,0.5,-0.5,-0.5,-2.56321410282347,-1.81715979707894,-1.54321343655038,-1.54348038440308,-2.37253386994039,-1.88644153973146,-2.08923815315837,-2.02691865297037,-2.13233810053341,-1.08261408723374
"4",0.533333333333333,0.5,0.5,-0.5,-2.52521631834459,-2.15531599813032,-1.97663013354714,-2.21651896728668,-1.71573278429096,-0.60067122587192,-2.19591750814971,-2.13604973469935,-0.903170922124532,-1.57923347528889
"5",-0.466666666666667,-0.5,-0.5,-0.5,-1.55817115605845,-1.69177033200759,-2.11689907184694,-1.21644761053384,-1.23810021574898,-1.78699940276655,-1.13101767098378,-1.71236799207706,-2.10782452120175,-1.75810178038443
"5",-0.466666666666667,-0.5,0.5,-0.5,-0.693220456586314,-1.46827105905749,-2.12668087507299,-1.5221446246299,-2.26952242213491,-1.9156749681357,-1.86480674624028,-2.08557220579888,-1.79064245207407,-1.73235871231079
"5",-0.466666666666667,0.5,-0.5,-0.5,-2.07784022650467,-1.60328195117381,-2.45904124852422,-2.22482247943329,-2.34083277172758,-0.455728301996871,-1.6412619358411,-2.32809171931631,-1.54438048436844,-2.07945328003692
"5",-0.466666666666667,0.5,0.5,-0.5,-2.03557885282817,-1.71560567645414,-1.09300979432521,-0.861991617723165,-2.40658190081642,-2.43120403275198,-1.74464343956249,-2.06296302857005,-2.46911664199326,-2.40771744505263
"5",0.533333333333333,-0.5,-0.5,-0.5,-1.45302421075566,-0.910939709630713,-2.82741677158414,-1.56421581419181,-2.46059505988659,-1.81393014292108,-1.88012774583001,-1.46119455712965,-3.0820055239309,-1.80199832953791
"5",0.533333333333333,-0.5,0.5,-0.5,-1.33342912811613,-0.991086540984749,-1.87764058147777,-1.90669793594157,-2.38983404854885,-1.52995272008753,-1.5544497689226,-2.18149368551446,-1.45076727281102,-2.85338296011495
"5",0.533333333333333,0.5,-0.5,-0.5,-1.45826814984174,-1.11894449610095,-1.59336952970493,-3.14368527714221,-2.2020401715889,-1.8408686208543,-1.92880884625892,-2.1493950768525,-1.49800755618716,-1.99299279931128
"5",0.533333333333333,0.5,0.5,-0.5,-0.858705167035461,-1.47391164238133,-2.85724564918331,-2.86080391815273,-1.75387317791982,-1.9800011693146,-1.48852581863011,-1.59793626819489,-1.85029022485182,-1.50379898456954
"6",-0.466666666666667,-0.5,-0.5,-0.5,-1.73687852754025,-1.26400327143212,-1.98267115832291,-1.68756358742543,-1.4540858001218,-0.887003339768452,-1.91072585095674,-1.23121436108436,-1.54328617914799,-0.734563709273799
"6",-0.466666666666667,-0.5,0.5,-0.5,-2.01049020295098,-1.25673204720853,-1.66368666204237,-0.939958202857385,-1.0125250237132,-1.81746841153904,-1.62064161912403,-1.77457557321005,-1.83442268102774,-1.93233673211095
"6",-0.466666666666667,0.5,-0.5,-0.5,-1.99734945712964,-0.840324568473051,-2.17704280271282,-0.917579511324459,-2.55068665612554,-0.391277192091055,-2.11459902413692,-2.26848636308809,-2.42627255265815,-0.532752229347861
"6",-0.466666666666667,0.5,0.5,-0.5,-2.03343243113595,-1.7834212577212,-0.938665760446058,-1.42544661783167,-1.7068051656071,-1.47663672471985,-1.6217210140094,-2.01650717874151,-1.93437149832046,-2.19086267736077
"6",0.533333333333333,-0.5,-0.5,-0.5,-1.63950236556691,-1.7332099037499,-1.59209098782928,-2.70594870132104,-1.78835177375982,-2.19989013905972,-2.26130848844509,-1.68583417954996,-3.38827618270906,-1.49514614220866
"6",0.533333333333333,-0.5,0.5,-0.5,-1.23703146884796,-1.63753068994992,-2.14135105803515,-1.36946508502438,-1.44347493111809,-1.84521077546587,-0.448460101635601,-2.36071320272896,-1.65173222976246,-1.61774093647505
"6",0.533333333333333,0.5,-0.5,-0.5,-1.49774991615634,-2.25874007345021,-1.72883068499388,-1.56363244124085,-1.28252773749598,-2.48624480093206,-2.40781712267557,-1.13938594362345,-1.83261997811498,-1.58354897889964
"6",0.533333333333333,0.5,0.5,-0.5,-1.66510045052349,-0.750430170484251,-1.65854675798478,-1.64763460593379,-2.03528092611459,-2.12123922722063,-1.61343764528681,-2.7262464392834,-1.76671543119133,-1.5697945172816
"7",-0.466666666666667,-0.5,-0.5,-0.5,-0.684538578727245,-1.67047853345563,-1.92889283582417,-1.48780495597302,-1.68833227694373,-1.97614289655807,-2.10114140913585,-2.30049575395907,-1.98615746203034,-2.4667502203726
"7",-0.466666666666667,-0.5,0.5,-0.5,-2.09970785300847,-0.830846619498065,-1.37663584222571,-1.24997627493065,-1.57496177295362,-1.74213583100982,-1.8241849118627,-1.95912153863585,-1.39518807940218,-0.459254052532699
"7",-0.466666666666667,0.5,-0.5,-0.5,-1.59251136846617,-1.41195684700895,-1.50418040109653,-0.851683429125831,-1.75975742287272,-1.37983023887106,-1.93274215336146,-1.9433644542307,-1.58081744554645,-2.06525943262503
"7",-0.466666666666667,0.5,0.5,-0.5,-1.94499687426618,-1.7426400165145,-1.55835300664763,-1.64210205682372,-2.0754538077352,-1.97797174621311,-1.98095819273499,-1.71531792086575,-1.78884234957254,-2.15322236138184
"7",0.533333333333333,-0.5,-0.5,-0.5,-1.22656371632368,-1.32470835851123,-1.35204223257754,-1.15698118700819,-1.60334140200171,-1.52857672159402,-2.32520879926242,-1.42468544824993,-1.67239722024624,-1.63542214748453
"7",0.533333333333333,-0.5,0.5,-0.5,-2.02561486309944,-1.16729056573709,-2.08585127740223,-1.23304646910797,-1.76394043263319,-1.77379245351278,-1.77683770124048,-1.96079398366809,-1.74934871605837,-2.4637314188265
"7",0.533333333333333,0.5,-0.5,-0.5,-1.86394922096243,-0.957725846244074,-2.11990902256148,-2.03464576981571,-2.18517540294495,-1.49940150004289,-2.39121015601075,-2.396542629317,-2.83502570317779,-2.20180640311148
"7",0.533333333333333,0.5,0.5,-0.5,-1.03122411281798,-0.855732877417877,-2.04621673865726,-1.74893229534867,-2.2699582845521,-2.40353005513051,-2.26656444538862,-1.51474586558647,-1.92555881106273,-1.70513255461419
"8",-0.466666666666667,-0.5,-0.5,-0.5,-2.00133532210838,-1.73300137654289,-1.16496353858948,-1.48409643895117,-1.4721863932845,-2.21554074805953,-1.73089418765854,-2.07698049431335,-1.99297776231607,-1.90309529284354
"8",-0.466666666666667,-0.5,0.5,-0.5,-1.25769691457705,-2.63225265396106,-2.04805720059498,-2.20642476512826,-2.52161053617791,-1.94452656429992,-1.95944816989695,-2.63535294911653,-2.35543496121719,-2.27303831855694
"8",-0.466666666666667,0.5,-0.5,-0.5,-2.01823354253168,-1.64361467205151,-1.41164590973826,-2.23311608396578,-1.67924987646407,-2.66692035762396,-1.93507251763716,-2.00226552674871,-1.84829407299193,-2.27785226210399
"8",-0.466666666666667,0.5,0.5,-0.5,-1.07416585192195,-0.768925627583996,-0.769026520645747,-0.556137111408542,-2.04201685524721,-2.31757534219794,-2.17937523423776,-1.7116058810314,-1.82082093728058,-0.99646808334468
"8",0.533333333333333,-0.5,-0.5,-0.5,-2.10887781549706,-1.50083138822707,-2.05343599083246,-1.8417627878471,-2.0396717262335,-2.19119843823318,-2.1440308052447,-1.07961359360194,-2.11971326025936,-1.26459149344675
"8",0.533333333333333,-0.5,0.5,-0.5,-2.08408832914125,-0.874731377810737,-1.07581246729147,-1.75339254353507,-2.49030828065755,-1.94451949960031,-1.8577674841953,-1.86334302323991,-0.210649462074377,-2.60544720852781
"8",0.533333333333333,0.5,-0.5,-0.5,-1.14115070690944,-1.49974901452903,-1.85874243395211,-1.09284468219816,-1.57734440779326,-2.86486390278276,-1.60009099983469,-1.3190170598634,-1.65031117490193,-1.90079259827283
"8",0.533333333333333,0.5,0.5,-0.5,-1.32916985806863,-1.76467697706453,-0.93526099013232,-1.35230884454996,-1.49640838082267,-1.88138918584282,-1.31417000208883,-2.30029762290745,-1.14909072482211,-2.1769787097927
"1",-0.466666666666667,-0.5,-0.5,0.5,-1.39786448796118,-1.92896162937679,-1.56737744420999,-1.72918169871473,-1.88330217170362,-1.62680767206808,-1.64098318374721,-1.62953526734275,-2.00251886402344,-2.32294599428272
"1",-0.466666666666667,-0.5,0.5,0.5,-1.30140936172067,-1.9116106237689,-1.45252103796031,-1.55982724310367,-2.06139963850367,-1.2658976413353,-1.50205068720127,-1.97935297005339,-1.28701329292289,-1.99057727376865
"1",-0.466666666666667,0.5,-0.5,0.5,-1.13864532152283,-1.06495446937108,-1.02815609205112,-2.14317955134502,-1.77828308251977,-1.54865948869331,-1.51822838406816,-2.12857186403525,-1.92268100131366,-2.4439301577332
"1",-0.466666666666667,0.5,0.5,0.5,-1.56968676189091,-2.11172517370847,-1.46153097305951,-1.78123736795099,-1.31341989448567,-1.75780694166155,-1.3079421040782,-1.61360008248433,-2.22258091080277,-1.99048603945546
"2",-0.466666666666667,-0.5,-0.5,0.5,-1.61702450468782,-1.49579492357048,-1.01198850653274,-1.52166524871523,-1.77238937183056,-2.13412195968181,-1.85939664801578,-2.04716109975096,-1.93253366324535,-2.01315292569248
"2",-0.466666666666667,-0.5,0.5,0.5,-1.68981154996358,-0.9761152702934,-1.30260335097508,-1.48221578624454,-2.13508085121374,-0.351189046497464,-1.55566742166689,-2.22589409925213,-1.86494583587386,-2.094267714775
"2",-0.466666666666667,0.5,-0.5,0.5,-1.63582498505826,-0.980944203643215,-1.97139585602618,-1.27291092379453,-2.09227320487163,-1.56464425678523,-1.7657625818028,-2.14018224622875,-1.64328611277737,-1.99395289739872
"2",-0.466666666666667,0.5,0.5,0.5,-0.614755150739667,-1.4804893145147,-0.956257586933079,-0.727351700434369,-2.34592789332362,-1.61587514769259,-1.65167592855234,-1.86128442943238,-1.76960941300609,-2.02603251550277
"2",0.533333333333333,-0.5,-0.5,0.5,-1.45477054198914,-0.852775852206243,-1.86390211511753,-1.61540544675623,-1.46079582200937,-1.1527787109515,-0.471740325834602,-1.53948163293986,-1.72005979998621,-2.24225653946516
"2",0.533333333333333,-0.5,0.5,0.5,-1.57728547143379,-1.85109249889132,-1.85886259563833,-2.03079949301083,-1.81970311265619,-1.52947722846208,-2.01718613231757,-1.34894903904539,-2.0452407964878,-2.45011376793469
"2",0.533333333333333,0.5,-0.5,0.5,-0.575306966908527,-1.84073029373583,-2.20849637833773,-1.9334739159949,-1.54954527538021,-1.74029008940556,-0.936509834563697,-1.62944501147806,-2.00681751063606,-2.05685800169141
"2",0.533333333333333,0.5,0.5,0.5,-1.83037000161474,-0.946350186055319,-0.69867809949518,-0.771078919225461,-1.65122582072255,-1.24530510669637,-1.42971567960062,-1.44422280176503,-1.5149366275856,-1.46910659149804
"3",-0.466666666666667,-0.5,-0.5,0.5,-1.24587096463378,-2.14006969058268,-1.27121522143219,-1.383324316508,-1.96792427830291,-1.59289919965809,-2.05021559438248,-1.90629100405946,-2.17188485856304,-1.71612706515772
"3",-0.466666666666667,-0.5,0.5,0.5,-1.0397455800726,-1.55306440460871,-1.53645474596065,-1.75820847740721,-2.16881049229693,-1.98020176677867,-1.92487157689983,-1.28382877643437,-1.80562966174796,-1.30809173213117
"3",-0.466666666666667,0.5,-0.5,0.5,-1.69022795518734,-0.797023625672401,-1.5735431321326,-1.70112913963401,-1.8076684312491,-2.21747002054175,-0.3475282717624,-2.31702708094314,-2.22241358002699,-1.73511873092983
"3",-0.466666666666667,0.5,0.5,0.5,-0.938831519054905,-1.65496256786507,-1.30743753992598,-0.255898231561773,-2.21324739513881,-2.03814300719242,-1.55115602952953,-2.00434278472594,-2.23652603370608,-1.14102728286803
"3",0.533333333333333,-0.5,-0.5,0.5,-1.60374842553849,-1.56640389885944,-2.3893973763872,-0.991681977684253,-1.59552185485785,-2.62547303951889,-0.453012704029862,-1.48042920332895,-1.59509324740438,-1.72833585951318
"3",0.533333333333333,-0.5,0.5,0.5,-1.46634943546757,-1.52691340508937,-1.91063587129795,-2.73470272523344,-1.65058657485213,-1.64584121979722,-2.34899889866912,-1.90237528976912,-1.67873364198358,-2.15907890831439
"3",0.533333333333333,0.5,-0.5,0.5,-1.50582411549968,-1.68247984671545,-0.749601664053127,-1.59244832794097,-2.2075824492347,-2.28267978206455,-1.73526632646148,-1.06512913842799,-2.25836032709067,-1.34830060956325
"3",0.533333333333333,0.5,0.5,0.5,-1.76323119360547,-0.914329607689478,-1.26161397953095,-1.07534926321637,-1.5072093043716,-1.65923538457635,-1.28090972631272,-2.11425392745582,-2.53496071947606,-1.20047116965173
"4",-0.466666666666667,-0.5,-0.5,0.5,-2.27231088334405,-1.6191246245931,-1.27261652695282,-2.04028626163091,-2.23106393878991,-2.0197984283574,-1.62671593265536,-1.9552810811532,-0.975420026089025,-2.22889726787875
"4",-0.466666666666667,-0.5,0.5,0.5,-2.05312868453674,-1.6598801486378,-1.52604014030286,-1.79092512507269,-1.78067273621945,-1.67337963827737,-2.0735016020017,-2.42894667735872,-1.9199859528955,-2.34019811157413
"4",-0.466666666666667,0.5,-0.5,0.5,-2.09841148048122,-1.18256176500081,-1.67980524188513,-1.58042340899444,-1.92088070034071,-1.74406463286521,-1.92455121373044,-1.30590192624065,-1.66157232682378,-1.89960799405284
"4",-0.466666666666667,0.5,0.5,0.5,-1.95120871063707,-2.17578299992991,-1.6261301388323,-1.07024452344148,-2.22536867009692,-1.92682876667084,-1.66498614319047,-1.5724913505627,-1.82147502379538,-2.00612753764214
"4",0.533333333333333,-0.5,-0.5,0.5,-1.31212899398695,-2.09319194723997,-2.34954456029673,-2.23810961250025,-1.21500806504354,-1.62733514283974,-2.01884685467206,-1.53715403970266,-2.20896665717933,-1.75036809706741
"4",0.533333333333333,-0.5,0.5,0.5,-1.17228569890993,-2.26491557873397,-1.33459218400637,-1.696356225162,-2.71663286257176,-0.905908122651947,-2.03306057212528,-1.00276848824564,-2.2575554323033,-2.53602922980564
"4",0.533333333333333,0.5,-0.5,0.5,-1.9256857067015,-2.33448507318912,-1.37241883054017,-0.943772262029101,-1.33891207335702,-1.647089018906,-1.86680902339613,-2.20415847142337,-2.28725605458855,-1.89166860100008
"4",0.533333333333333,0.5,0.5,0.5,-1.53534928128658,-0.742662911322228,-2.22328910082849,-0.941533402819415,-1.83528799703322,-1.83788360613494,-1.77035278936427,-1.51837562666872,-2.36302532936447,-1.93595523711011
"5",-0.466666666666667,-0.5,-0.5,0.5,-1.61026129233613,-1.90908176710419,-2.02262840205368,-2.40190757856212,-2.26024461431907,-1.79166135281285,-2.36575048741594,-1.1746916778561,-2.03092519426635,-2.67801299280881
"5",-0.466666666666667,-0.5,0.5,0.5,-1.14404817260307,-1.22143638024306,-1.34064572126117,-2.79957637288435,-0.689949366932251,-1.70695585560638,-2.09722571042678,-1.34546786972007,-1.6838132537422,-1.68025751838827
"5",-0.466666666666667,0.5,-0.5,0.5,-1.50840521582953,-2.35291713266281,-1.03617892275871,-0.971523716050404,-1.95716093336013,-2.49718060411451,-1.8698389345461,-1.51244687745973,-1.76420780165977,-2.44917635638057
"5",-0.466666666666667,0.5,0.5,0.5,-1.70792494035977,-2.52043434473755,-2.08931176244932,-2.33375102668195,-1.20657242359767,-1.48851969700402,-0.623613659977085,-1.70733271647078,-2.59672351335546,-1.55206733710993
"5",0.533333333333333,-0.5,-0.5,0.5,-1.7286840847526,-1.0288212848159,-1.38278026649137,-1.29686275524639,-1.04326280140976,-2.63632342182795,-1.52396810458476,-1.72088604429623,-1.37867881095796,-1.09699078367853
"5",0.533333333333333,-0.5,0.5,0.5,-2.08967828028991,-1.21258157893902,-2.80426101645699,-1.60043992667452,-0.723612946324355,-1.5360513604673,-2.77854142235909,-2.03108224502469,-1.60651739931923,-2.18790681950746
"5",0.533333333333333,0.5,-0.5,0.5,-1.55686411605867,-1.85564158907947,-1.84208274615563,-1.57701810432958,-0.587260646153265,-2.04616685386709,-1.77674531109127,-0.961122252404116,-1.18035744452298,-1.78238860589491
"5",0.533333333333333,0.5,0.5,0.5,-1.35330350489201,-1.33547206762199,-1.43923844845638,-1.25094667768316,-1.77221588795404,-2.47725472978658,-2.5130762799572,-1.46074250298818,-1.47136430792968,-1.76125389590501
"6",-0.466666666666667,-0.5,-0.5,0.5,-1.24037272127557,-1.90281440135781,-2.18304736577361,-0.773137304741405,-1.58682772546676,-2.16981428986827,-1.65227771904625,-1.20473916565092,-2.12140628410469,-2.02483468250631
"6",-0.466666666666667,-0.5,0.5,0.5,-1.01856299862372,-0.89612287865152,-2.17373877933779,-2.11450239608009,-2.10190543498173,-1.61683115984441,-1.88129611156807,-2.04404966152752,-1.22686701253753,-1.72815721795445
"6",-0.466666666666667,0.5,-0.5,0.5,-2.20339348722513,-1.95727378166083,-2.00971184065949,-0.583586938767557,-1.47153144621108,-2.22569836280314,-1.52129742581885,-1.51226788019254,-1.92461707966543,-1.57882172829308
"6",-0.466666666666667,0.5,0.5,0.5,-2.29138755106769,-2.20884784060467,-2.50430669860617,-1.05895466972079,-1.30344316047736,-2.45475703547352,-1.53040459087344,-1.64061814863772,-1.44876903377804,-1.29331830744968
"6",0.533333333333333,-0.5,-0.5,0.5,-1.6903223045511,-1.78694692816671,-1.0550883750055,-1.63683752908817,-1.69156698924161,-1.59889973655641,-2.67341149039899,-2.46388796195445,-2.05054807567491,-2.25803578502039
"6",0.533333333333333,-0.5,0.5,0.5,-1.1320380346106,-2.17738362336814,-2.56416728118409,-1.34622347041689,-1.10550128179234,-1.55831238302507,-1.65175898568553,-2.25084541058687,-1.96384554840749,-1.04638752468358
"6",0.533333333333333,0.5,-0.5,0.5,-0.987077221423175,-1.67447563962317,-1.20476326916218,-1.85245131351518,-1.37866715588063,-1.62259002276263,-0.628005943394982,-2.78900653411764,-1.86876344704798,-1.24031464238707
"6",0.533333333333333,0.5,0.5,0.5,-1.71775774330474,-0.73357868053435,-1.76171303165544,-0.890075508352793,-2.24703407271217,-1.89595263357604,-2.19665518940733,-2.6981996244588,-0.456778170637871,-2.02543974502405
"7",-0.466666666666667,-0.5,-0.5,0.5,-1.423949218717,-1.16575231110821,-1.87462334585804,-2.08801473434081,-1.59019477835744,-2.35339222435252,-1.15307534657273,-1.98841562412404,-1.86147890228572,-2.36172405667213
"7",-0.466666666666667,-0.5,0.5,0.5,-1.23333345405447,-1.3674545042522,-1.33397753037668,-1.86054863696909,-1.21147595941069,-2.52579106431519,-1.85061017341028,-2.0303259545686,-1.34007507016044,-1.90321777431895
"7",-0.466666666666667,0.5,-0.5,0.5,-1.93797778024136,-1.76516879302889,-1.39344050936438,-1.1689565827209,-0.716336484609164,-1.88911417863706,-1.52574088024197,-1.90379185600051,-2.16488241642085,-1.95041670064058
"7",-0.466666666666667,0.5,0.5,0.5,-2.18117766881582,-1.15278546324824,-1.36539263198161,-1.2566797338747,-1.0589837072847,-0.864923606504422,-1.38262796998746,-2.28557756902993,-1.96642191768381,-1.5783896450565
"7",0.533333333333333,-0.5,-0.5,0.5,-1.08611213704396,-2.39554008554944,-2.01269922966436,-2.29048644822159,-1.32468312351673,-1.96496991573299,-1.35758548573623,-1.67043153240635,-1.32898735846591,-2.36320726882965
"7",0.533333333333333,-0.5,0.5,0.5,-1.40267684081967,-2.01092737237013,-2.52168867334516,-1.90758088661281,-2.35711120645622,-2.13442556295183,-2.36731309419836,-2.94442534298942,-1.01317183426889,-1.22118455129572
"7",0.533333333333333,0.5,-0.5,0.5,-2.38373547643866,-1.96384258690931,-2.48626677848541,-1.31153672597271,-1.81317956637623,-0.934715799026127,-1.59557743715338,-2.73632113731235,-2.38882826198125,-2.66890211320408
"7",0.533333333333333,0.5,0.5,0.5,-1.52236775140951,-2.18233457582302,-2.01507304709696,-0.878844857153799,-1.49500865926057,-2.35956056338037,-2.18316212775723,-2.34378808061441,-2.38533438833879,-2.59214031488533
"8",-0.466666666666667,-0.5,-0.5,0.5,-2.16920077311218,-1.4856335408882,-1.10903927018426,-1.13122597034946,-1.99010345497935,-1.30901349748564,-0.941968088328252,-1.81663051307351,-1.99831500277115,-2.26340747449852
"8",-0.466666666666667,-0.5,0.5,0.5,-1.21846095051634,-1.2046675298116,-1.50295914249303,-2.45593466577456,-1.90425371469995,-2.26367814217941,-1.64783936914994,-1.9500081069363,-0.773717831236959,-2.36471553152184
"8",-0.466666666666667,0.5,-0.5,0.5,-2.0679997186456,-0.818804366791862,-1.28957284309287,-1.97493317710451,-1.45644983894522,-1.58804377388258,-1.75507281545435,-1.75237757223356,-1.6530631234862,-2.43537786257174
"8",-0.466666666666667,0.5,0.5,0.5,-2.10937017306631,-0.72701777907684,-1.76147343430157,-1.68531038029513,-2.26186082167463,-1.89867992530218,-1.75977806921138,-0.172919781863057,-2.0731485643673,-2.31748227453428
"8",0.533333333333333,-0.5,-0.5,0.5,-1.64183405947031,-1.01996559987454,-1.26090491598191,-1.73038180723669,-1.77431729857908,-2.20215357728162,-1.32173802424209,-1.43193505406963,-2.35808014570735,-2.78192310759029
"8",0.533333333333333,-0.5,0.5,0.5,-1.482548968466,-2.27743486219418,-1.50708810907927,-2.12758434165076,-1.72649771877598,-2.09994324168286,-2.11201261187408,-2.37198530525351,-1.03245826808674,-2.30447012206513
"8",0.533333333333333,0.5,-0.5,0.5,-1.73678284432476,-0.717706968236438,-1.25722230347566,-1.51549522728053,-2.50310791121262,-1.83309879928033,-2.24535948161983,-1.76037618043157,-1.18483222715919,-1.95207069295474
"8",0.533333333333333,0.5,0.5,0.5,-2.36630416919275,-1.48490705397157,-0.794135979230108,-1.69011966545372,-1.89113789281888,-2.21272338275277,-1.76023080780948,-2.15577182605034,-1.5125618448908,-1.98885844789507
"1",-0.466666666666667,-0.5,-0.5,-0.5,-1.43818806280835,-1.48685284264108,-1.79573028923253,-2.05335373686283,-2.24133794510868,-1.30241628693411,-2.2908733001818,-1.35352337868263,-1.79155005779112,-1.60512194691783
"1",-0.466666666666667,-0.5,0.5,-0.5,-1.94007179710941,-1.75529722553169,-1.70704681954708,-2.01558870056355,-1.43801252674359,-2.1761443784014,-1.73233322792752,-2.10505043354306,-2.25027563034813,-1.76966300766175
"1",-0.466666666666667,0.5,-0.5,-0.5,-2.02412054012079,-1.25592664339855,-1.7212757727514,-1.68741694698155,-1.74804064161925,-1.43314643868722,-0.296172739072804,-1.86882514207921,-1.98341746272197,-1.42636127082726
"1",-0.466666666666667,0.5,0.5,-0.5,-1.68322103741821,-1.82658774747333,-1.32173091095493,-1.84035576168451,-1.98880769542219,-1.37050356261303,-2.28288395161779,-2.49070197966119,-0.981491664266062,-2.36265064953728
"2",-0.466666666666667,-0.5,-0.5,-0.5,-1.81546284520507,-1.25186764235862,-1.00060768572491,-1.59844670149139,-2.07996762925094,-1.85774885792499,-1.03304208085184,-1.93944204627809,-1.39472179315675,-1.81551739113289
"2",-0.466666666666667,-0.5,0.5,-0.5,-1.53573668582531,-1.66665632147574,-0.573323232186852,-0.777292993041735,-1.97162056976352,-1.74309762586759,-1.02260665356547,-0.766769090996215,-1.99118496832085,-2.21409477522624
"2",-0.466666666666667,0.5,-0.5,-0.5,-2.03745391262334,-1.25056673570453,-1.49532131258329,-1.38987206728097,-1.67803093930929,-2.15121504701086,-1.77169083951563,-1.06354621720274,-1.2252915814756,-1.91999229543064
"2",-0.466666666666667,0.5,0.5,-0.5,-1.09242368445774,-1.89924370815185,-1.95081386102479,-1.65816719747712,-1.06667967490209,-1.21167915689578,-1.69658557686158,-1.35888053269433,-1.19518350739072,-1.90757295633961
"2",0.533333333333333,-0.5,-0.5,-0.5,-1.87782486987392,-1.64729082818108,-1.45288899579013,-0.633002186860663,-1.58335241395971,-1.3535415087109,-1.91384933174014,-2.07721090272714,-2.13423274576786,-1.74329762026049
"2",0.533333333333333,-0.5,0.5,-0.5,-1.73240078803883,-1.64964501138993,-1.89145402701678,-0.862320048490906,-1.49089005978667,-1.98963805910655,-2.17791828486588,-0.834697952378416,-1.41631215021332,-1.56891820126827
"2",0.533333333333333,0.5,-0.5,-0.5,-1.99622907299082,-1.05789589199564,-1.83788647814825,-0.743619135648693,-1.19461480521076,-1.57378385002098,-1.68866430319729,-1.19462224933712,-1.53212279566536,-2.06276947821985
"2",0.533333333333333,0.5,0.5,-0.5,-0.990031926441352,-1.15878636113096,-1.13997686743961,-1.16086573563698,-1.05788346352791,-1.64751492861865,-1.64187199317975,-2.20754357714945,-0.950559166971532,-1.70859487096725
"3",-0.466666666666667,-0.5,-0.5,-0.5,-1.34966832219033,-2.09823109040254,-2.18189524665074,-1.13016295994851,-2.28800023696897,-1.28531890222359,-2.01262739661532,-1.59594524476263,-2.15388828084108,-1.77869242636933
"3",-0.466666666666667,-0.5,0.5,-0.5,-1.69145584667006,-1.50096720312352,-1.80889801579449,-1.89599037223095,-1.41469239131929,-0.43530258525086,-2.04764761462557,-1.37448451383435,-1.94959717702586,-1.94141947853418
"3",-0.466666666666667,0.5,-0.5,-0.5,-1.81485960069176,-1.90538556930481,-1.01387386227912,-1.12181692463388,-2.16856807782893,-2.33716906264701,-2.19469975406461,-2.38875864754304,-2.0694781041451,-0.988682612095411
"3",-0.466666666666667,0.5,0.5,-0.5,-1.61079148332549,-0.731291234410539,-1.34104702857768,-1.17649253773433,-1.29827863071571,-1.89591627264817,-1.96464913576481,-2.12872572766417,-1.01196049341248,-2.17911804254184
"3",0.533333333333333,-0.5,-0.5,-0.5,-1.08107108007033,-0.907123911525217,-0.963141015513576,-2.92845640800788,-0.944855983393138,-2.81214679552679,-2.37047316765092,-1.32299446897155,-2.44260527829245,-2.14583744825693
"3",0.533333333333333,-0.5,0.5,-0.5,-1.58558585959341,-2.51515974489137,-1.33830804698597,-1.96497529552134,-1.27928983828198,-2.43956839900967,-2.07843037691872,-2.53177189337443,-2.31660546126697,-2.62495137264732
